File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
ae06a69d-d2b5-4912-9d90-39dd917b03d1	056c7bec-b1a0-4098-9c94-d275dc8ef43e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-8012	TCGA-HT-8012-01A	Primary Tumor
d20cf786-ccae-4aba-a46b-06355adf7e0a	f4cfb770-82ce-4c31-90a9-a7ccb57c87d4.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-E1-A7Z2	TCGA-E1-A7Z2-01A	Primary Tumor
4765e902-f2a1-4ea4-925a-683086b5334d	000f90b3-7383-4887-af84-73f231c03f39.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-VM-A8C8	TCGA-VM-A8C8-01A	Primary Tumor
e2e6f197-b31d-4f93-9e97-b1b002762a3b	c2728240-0a05-43ba-99e5-9040db6bf791.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HW-7491	TCGA-HW-7491-01A	Primary Tumor
4bc5e73d-719a-46a1-9453-9d3ba02598fb	681f61ca-9108-4724-a0f2-d166fdc5e5bb.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DH-A7UR	TCGA-DH-A7UR-01A	Primary Tumor
ace935b3-873a-4b70-9217-1212c669fdb3	2fcb4d10-056b-4984-88ff-78070d54fb5d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-6404	TCGA-DU-6404-01A	Primary Tumor
690c6ed8-034c-4cd5-8492-ad48d4194b0e	9252a9f4-b138-4f2a-9787-c6ca0071356d.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7856	TCGA-HT-7856-01A	Primary Tumor
dc944bdf-f066-4603-837d-fba14607a154	181db800-4d55-4096-8910-a6871da6ed38.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-FG-A6IZ	TCGA-FG-A6IZ-01A	Primary Tumor
79f28022-1bbf-4a4a-bca1-f3e3b51442c6	d375e456-7e3f-4770-9b6f-3d4522172c07.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DH-A66F	TCGA-DH-A66F-01A	Primary Tumor
8fcc58b7-834f-43df-b0a5-375e59dc3bed	316c4ea4-bc4d-4a41-9b62-b8248e68e821.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-A7TB	TCGA-DU-A7TB-01A	Primary Tumor
56832d95-02a4-4d80-94f3-eb51157adbd1	662810c1-3b3f-47d7-af20-8b40646c6c1a.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-A5TT	TCGA-DU-A5TT-01A	Primary Tumor
deafc746-7108-4c54-9329-0268316d70dd	05d00df8-fb92-4222-8af5-31b97867eb6f.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7877	TCGA-HT-7877-01A	Primary Tumor
2c6f1855-541b-4761-8f27-836d2ee0223a	66053d7d-d3e1-417c-8fdc-6b4b69f50a04.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-5870	TCGA-DU-5870-02A	Recurrent Tumor
95875cb2-a046-49f0-a545-92fba82bd141	f9219836-0942-43f2-ad3a-f57cc48587ea.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HW-8322	TCGA-HW-8322-01A	Primary Tumor
fe377618-2fba-4327-88c5-8f27223e0011	0e100747-b7c4-448a-bba7-4576c190c51b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7470	TCGA-HT-7470-01A	Primary Tumor
1928e314-d29f-4cb5-b261-c9fe40609e8c	0c4d26bc-c4fb-4d6c-8331-9d5afcae11c7.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-RY-A847	TCGA-RY-A847-01A	Primary Tumor
d6c3d97d-c032-4c98-8ad8-7df13b6c9f79	91a3855d-2412-4f55-a689-b7584c6edc56.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-6407	TCGA-DU-6407-01A	Primary Tumor
656075d1-1c58-411e-a8a5-54bac666293d	deacae6a-5f74-4a07-8ee7-5f378fa5ea41.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DH-A669	TCGA-DH-A669-02A	Recurrent Tumor
1725ee1b-d90d-456e-a468-dd36528b539a	c749c8ec-bfdb-4301-913d-2ddb115412fc.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-S9-A7R1	TCGA-S9-A7R1-01A	Primary Tumor
4f293f23-1418-459d-8749-e0e7454f638d	8be5f4a4-8300-47ba-836f-9b89ddfe7451.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-A61C	TCGA-HT-A61C-01A	Primary Tumor
9d8ebf25-1484-43a3-b7ef-a8a35290112a	4d83e943-3bc9-4d25-8dd9-30bb003dbe23.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-TM-A84O	TCGA-TM-A84O-01A	Primary Tumor
f89451d9-6170-442f-8f51-8c7cb5277d7d	7bdb050e-b069-42ff-83d7-18cdf1765a76.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-A76R	TCGA-DU-A76R-01A	Primary Tumor
82a87b6b-5675-421b-b012-f8d2a0e3ee42	6f65bc4e-1005-4a19-adc0-df28934a5533.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7676	TCGA-HT-7676-01A	Primary Tumor
a58f3356-ee00-4705-b583-a68e683f6e8a	4652439d-2d5a-4ee5-add6-22ccf4b21c75.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-A74K	TCGA-HT-A74K-01A	Primary Tumor
bc9a5ab1-fb9c-4fc9-949a-34574c15d475	4d72196f-5827-4ff1-b5da-f47946945de0.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-8019	TCGA-HT-8019-01A	Primary Tumor
106669c1-e20c-4ed8-863c-3ada529f58a4	3fb1b531-00c6-4f08-95c7-03de14c74f9a.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-IK-7675	TCGA-IK-7675-01A	Primary Tumor
cef1ef24-67c2-4035-ace6-00580812befc	ede222a6-1e2c-4a7f-9d47-8b8236b850e7.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-7014	TCGA-DU-7014-01A	Primary Tumor
c31bed22-8912-45e9-ae1a-543106821c8e	1e1ad138-c8be-4eea-b3ba-7c63f0b6d041.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-QH-A86X	TCGA-QH-A86X-01A	Primary Tumor
1165226c-f95c-4977-b9c4-78de4586686c	2bc5c930-1436-42f9-bcd8-a8c120fec2cc.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-S9-A6TW	TCGA-S9-A6TW-01A	Primary Tumor
cf8a56c9-fd42-4f5e-b9bb-b25896ce9a5f	e11e5f44-1dfd-4c7d-b62b-fee9e7aa0183.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-A6S2	TCGA-DU-A6S2-01A	Primary Tumor
febf694d-811a-4fcd-b498-e9451fdc0d4e	eef3ce5b-8f0a-4ffa-936f-acd6ec32f7bd.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-QH-A6X8	TCGA-QH-A6X8-01A	Primary Tumor
2aaf76c3-9473-4ed2-93c6-780571f3c818	f053a1a1-718a-46bd-a761-8ed3511aeb57.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-FG-A4MT	TCGA-FG-A4MT-01A	Primary Tumor
74a531ff-e3be-4ef7-8eff-68d3047fe277	a2808b6e-0e20-482f-a47e-908a22d1b090.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-A617	TCGA-HT-A617-01A	Primary Tumor
032b52ae-de5f-4f4c-989f-cd28cce9a400	3aadf185-5bd9-4650-8704-4d09e84abcb3.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-6397	TCGA-DU-6397-01A	Primary Tumor
19dd5eb9-8394-45a4-bb47-01bc3f25d136	f6257480-8e9f-4888-baf1-d7c3c49fe726.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-S9-A6UB	TCGA-S9-A6UB-01A	Primary Tumor
a25f0d45-bfa8-4e0c-a739-dbc138dcbe5d	db2fe7d9-93bc-40b3-b811-7c0765091e1e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-TQ-A7RQ	TCGA-TQ-A7RQ-01A	Primary Tumor
51e56ffc-afc4-4342-89b0-010d3e536ed7	1d3f60fe-7562-4ec5-8e90-c92367a51315.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-8164	TCGA-DU-8164-01A	Primary Tumor
a323d790-07ec-4d6e-839e-eed8c9263216	4d309823-4133-4120-b005-a3a3feda8cc6.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-RY-A83X	TCGA-RY-A83X-01A	Primary Tumor
3eb4fd25-65ee-42a7-aaf1-46c3371b8d59	59fc94d0-80d5-491b-90c2-cd1014b10bf7.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7874	TCGA-HT-7874-01A	Primary Tumor
bc4c4be8-39c8-49f9-8a07-974e2ff4f47f	fbf93c94-a681-4690-b9fa-91fa7c6b5a49.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-TQ-A7RI	TCGA-TQ-A7RI-01A	Primary Tumor
ea2b0769-ab76-4a82-9552-5a7a1ff85cf1	859df306-00fa-496e-8c6a-6bd30f7f7eda.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-8113	TCGA-HT-8113-01A	Primary Tumor
bb0413fb-ec3e-46bc-98ce-c27d59073fda	228ded1a-9ae5-421d-9b58-8ae4176e56db.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-A7T6	TCGA-DU-A7T6-01A	Primary Tumor
45fdd443-97c8-4b1c-955b-7e7e98b7cba1	259873af-f1b8-4876-be24-dcd1f0aab471.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7616	TCGA-HT-7616-01A	Primary Tumor
f1898cd6-326e-41ce-ad79-8c98da8e5546	e9d79c15-fa59-4298-bb5d-0f3d4b17ed4e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-TQ-A7RN	TCGA-TQ-A7RN-01A	Primary Tumor
7579c409-84fe-4986-a5cd-9e966fe4b94e	a2ff9439-e753-48d0-b6be-6eb63ee0f894.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-QH-A65V	TCGA-QH-A65V-01A	Primary Tumor
866bb067-d79f-48b2-988d-4b2f278f1b56	54355c40-c4ef-4491-ad65-9bb247f34b23.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7469	TCGA-HT-7469-01A	Primary Tumor
2102681e-f055-40cf-944a-9dcc08ca4485	536b7467-f306-49f6-99a7-57707472c09e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-6404	TCGA-DU-6404-02A	Recurrent Tumor
c95d9cd3-d680-4773-9abe-3f4995029dfe	a498b07f-0943-476e-80ca-9a1c1c95ef5e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-6404	TCGA-DU-6404-02B	Recurrent Tumor
b3315c31-3b2a-4053-8c74-35a6e9a9e4b4	2f3ff7b4-e7fd-452d-9df3-5e9ed23914e0.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-7309	TCGA-DU-7309-01A	Primary Tumor
e2a24dbf-30a7-47c5-877a-f5d100cb99a4	402d7ff6-52bf-437a-8bb1-70673bc40e9f.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-FG-A70Y	TCGA-FG-A70Y-01A	Primary Tumor
146ff077-a728-492d-a33b-b8e4ccaa16f1	64189146-d3af-4501-a524-e11ddd0f437c.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-CS-5390	TCGA-CS-5390-01A	Primary Tumor
fcce9b35-b8d6-4e32-966a-6db935c39234	29a960dc-fadc-443c-a093-7e1344a3800b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-S9-A6TY	TCGA-S9-A6TY-01A	Primary Tumor
c42b5736-d339-4b29-9e0e-ce239a9f89dd	36df1baa-1477-4192-a6f1-51585f29f6b2.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-A5R9	TCGA-HT-A5R9-01A	Primary Tumor
69cb65ea-67fc-4d62-9b16-6c6901cf0761	dcb993fe-8783-49c4-9aab-dc18d8caee49.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-A7TA	TCGA-DU-A7TA-01A	Primary Tumor
7f6e9b08-8773-4c55-b9ba-e77ad39f3f26	38717e08-9b6c-4b11-a9ee-505b7310e34c.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7605	TCGA-HT-7605-01A	Primary Tumor
9e519f4d-6578-4617-9f47-09a60f213465	63f1fd15-a4d1-434c-85e7-a8ec6380c693.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7467	TCGA-HT-7467-01A	Primary Tumor
3e3ead73-d0d7-457c-a195-f858fa17b103	28470aea-f0ed-4fcf-8cab-808e974a7ad3.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-TQ-A7RF	TCGA-TQ-A7RF-01A	Primary Tumor
474a4fe1-6930-4306-a9da-1b96621f1e22	e8885025-bb9d-4905-a0ac-d42cbc3a904a.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-F6-A8O3	TCGA-F6-A8O3-01A	Primary Tumor
c6d8a889-902c-4cb8-9411-b3c222c80a10	8190fe88-f3d5-459e-924b-79fb2994c999.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DH-A669	TCGA-DH-A669-01A	Primary Tumor
3e4fa9b3-c02d-4237-b503-1c3e87377e17	18ff543e-4ee2-4a43-98ad-1bfd79b92e73.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-6407	TCGA-DU-6407-02A	Recurrent Tumor
8e77ceac-5b21-4bef-9ef3-67b4a3543880	1bc26e0a-a6c0-4a8b-93b5-d2a90ee9b7f5.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-6407	TCGA-DU-6407-02B	Recurrent Tumor
837fbf69-20e7-4395-96ce-c67cd7b294b0	21f29efe-cdbb-4fd0-b679-e803aef3a6f9.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-A7TG	TCGA-DU-A7TG-01A	Primary Tumor
ced38b35-e7cd-49de-be9e-ba150ebe972d	8506a600-af4a-4d30-976b-591152d1c813.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DH-A7US	TCGA-DH-A7US-01A	Primary Tumor
c98764c8-ffc9-4981-bba5-98226fc3f744	c1778dc3-78a1-4e35-aae1-d04e48bcc2ee.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-FG-5964	TCGA-FG-5964-01A	Primary Tumor
b0522297-7359-4e5c-a6f7-41df7c928bbd	fcbf7dff-e696-461b-b886-933a0f9d66a8.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-P5-A5F0	TCGA-P5-A5F0-01A	Primary Tumor
8ae206f0-70e9-4503-bece-d4dedda72001	bdaf1e4a-461f-45d7-8ed3-547e2a59d3a7.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-8558	TCGA-HT-8558-01A	Primary Tumor
4970fef6-b0d5-4a5a-975f-170b970c2c48	f87bc84c-1f83-4a36-99c8-40de479ab978.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-A6S8	TCGA-DU-A6S8-01A	Primary Tumor
7a2cd40f-7835-4323-b454-4e7da6253b5e	9619c01d-9695-4cb7-935c-c7cd68a0379b.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-CS-5396	TCGA-CS-5396-01A	Primary Tumor
b9a05d45-2810-4b04-be83-7914b882462e	ddc24413-bac7-4fe5-9eee-716e2163a5aa.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-TM-A84J	TCGA-TM-A84J-01A	Primary Tumor
1cf0eea7-8dd9-45be-ae42-b7278ca6a814	20af5f64-f766-4930-bb97-b337847c8244.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-QH-A65Z	TCGA-QH-A65Z-01A	Primary Tumor
ac8f6ad3-b0df-48ed-972c-9654392f2eaa	a3f6900a-bc61-4b7c-a5ed-2448c33bf54a.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-VM-A8CA	TCGA-VM-A8CA-01A	Primary Tumor
d3944323-90ae-4db4-895c-b8e9dd7cfb40	e351dc80-bb7e-4e99-8cdd-8c2a01bbae80.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DB-A64L	TCGA-DB-A64L-01A	Primary Tumor
be503f22-45bb-4101-a29c-a743cd7e0ec4	4f5fe1be-89dd-4249-a209-0d919b9cb669.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-6397	TCGA-DU-6397-02A	Recurrent Tumor
8a3475a0-21d4-4144-bb01-ae92ec7d11a9	cf5c9e51-03f4-4b7d-886e-67a780ab62c2.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-S9-A7J0	TCGA-S9-A7J0-01A	Primary Tumor
63452904-e830-4f82-b00d-f91c99335ccc	d2d64712-def8-4ca4-8a93-56dffd69df03.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-FG-A4MT	TCGA-FG-A4MT-02A	Recurrent Tumor
dbb576f4-052b-4b34-8c35-37413826d8cb	e7e63873-0099-474a-94b1-160a155c1ea3.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-A61A	TCGA-HT-A61A-01A	Primary Tumor
3b913a37-3c9f-40f7-b845-5ce59f1cab92	8e329b0e-f4bb-4bae-bd28-5e9ddee6eaa7.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-7018	TCGA-DU-7018-01A	Primary Tumor
6a841a0e-844a-455a-832b-a6cccdd6972b	0a6bea9f-a111-4bc2-80e2-c3a08d2d302e.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-5870	TCGA-DU-5870-01A	Primary Tumor
dff492f1-7fdc-4ff6-b868-c355cedd6cad	862383b0-7b9f-4ed0-bfe8-0771668f4ffc.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DU-7015	TCGA-DU-7015-01A	Primary Tumor
1f5ce994-2dc1-4924-89f9-f6e92e78d5d4	64370d1e-6575-42ea-a00d-e920553ea6c2.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-DH-5141	TCGA-DH-5141-01A	Primary Tumor
fb7dce3c-22a0-4a64-86b7-3fa350c5ba51	e3d28a69-cac2-4bbe-897f-6b4369379713.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-R8-A73M	TCGA-R8-A73M-01A	Primary Tumor
3914e701-be71-4537-aa41-aadca2a9228c	77d05e76-bdff-4082-bb39-246feb0950dc.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-HT-7882	TCGA-HT-7882-01A	Primary Tumor
63dd6d04-3055-49d1-b666-3f8ca739edc3	ac53892b-10cf-4b36-9bec-9bd28ea8fbbf.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-CS-6668	TCGA-CS-6668-01A	Primary Tumor
baddba08-619b-4a38-9b1d-367a6ee8dd0d	b476a832-59e6-4ebf-9e58-4d86b9dce617.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-QH-A6X9	TCGA-QH-A6X9-01A	Primary Tumor
e6eb8011-81cc-4108-a272-aca860c7bb2d	579e9523-15ca-4173-af81-4b8949d8ac22.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-FG-8182	TCGA-FG-8182-01A	Primary Tumor
94ed30cb-750d-4053-8a68-86159fbc97ac	915fa984-e320-4db8-85e8-1ed98435ec16.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-E1-5319	TCGA-E1-5319-01A	Primary Tumor
9eac3510-fd52-472d-b926-39c7a9d23fa2	876a1b2f-d990-4fcd-a93f-f4ecc6e8e102.rna_seq.augmented_star_gene_counts.tsv	Transcriptome Profiling	Gene Expression Quantification	TCGA-LGG	TCGA-S9-A6WE	TCGA-S9-A6WE-01A	Primary Tumor
